geo;track_number
lu;CP023659737PT
lu;RS138998898LT
lu;415445942
lu;CM531649338DE
lu;US030222567CN
lu;0500354606200
lu;0500355182854
lu;S00000188420886
lu;CP220563085LU
lu;05168995030744
lu;LT491506118NL
lu;RH569034311PT
lu;LZ565816423US
lu;UPAAC000000134641751
lu;20450335272895
lu;XJ072863399JF
lu;RH588744438PT
lu;CY485926703DE
lu;041414046111201
lu;01425079537786
lu;21W3608435
lu;RF220511763ES
lu;UW680371812CN
lu;RE177777227CN
lu;0082800082809482765289
lu;RE173970065CN
lu;LT481438444NL
lu;S00000182808948
lu;LZ583810909CN
lu;LT476770234NL
lu;LP00425600296301
lu;LT394905522NL
lu;RV529664915CN
lu;SA032226028LV
lu;RE172964877CN
lu;FT0000166666S2C0
lu;LT495022985NL
lu;RE176849157CN
lu;LT484400655NL
lu;RE179911278CN
lu;LX102283510LU
lu;RH669102385PT
lu;YT2034921266224422
lu;1740002808215
lu;1221848037
lu;91560075052
lu;02016110000418
lu;9270334085660
lu;2901000802586
lu;RF220148108ES
lu;HY510044210JF
lu;00341331
lu;3SAURR7638482
lu;1Z1F715A6804462027
lu;49673966850101052103107172
lu;079002137155
lu;PK55Z20787660940108880E
lu;11468
lu;EA166460861BE
lu;EE10012606665500001010003G0N
lu;UB196392989SG
lu;UB196681226SG
lu;5P33C13451328
lu;UB196389225SG
lu;UG977029787BE
lu;UB190895197SG
lu;000220994515GLS
lu;7230906601789
lu;183130709928
lu;21W3557955
lu;7230906601819
lu;LB161625475FR
lu;20450332495500
lu;RU774431568NL
lu;RU774493001NL
lu;IT000008629794
lu;5P33C13653781
lu;RU773737303NL
lu;IT000008579607
lu;5P33C13907675
lu;5P33C13557610
lu;5P33C13504747
lu;5P33C13501917
lu;9023I0009077F
lu;EE10012545461240001020003E0N
lu;OC245618425PT
lu;0500352561552
lu;4450103390850
lu;DW112904774PT
lu;EX224969775SG
lu;CE385884991DE
lu;LT475702785NL
lu;LZ584136692CN
lu;UB195926792SG
mu;UD371650529YP
mu;933496844303
mu;CK233534723FR
mu;1Z75858R0393612188
mu;SY14075984614
mu;SYRM111255860
mu;S00000185057996
mu;6688319853
mu;S00000176666533
mu;CW042722004FR
mu;RR311976205TO
mu;UD347971032YP
mu;UD346975775YP
mu;UD346975829YP
mu;UD346975789YP
mu;S00000175712093
mu;S00000176944534
mu;SY14067429762
mu;UD326535385YP
mu;UD338285929YP
mu;S00000172215351
mu;SYRM105860983
mu;15504120452501
mu;RH081077078GB
mu;S00000180038486
mu;S00000169148342
mu;UD301820813YP
mu;RU795306319NL
mu;RH618018238PT
mu;SY14062753295
mu;SY14056205739
mu;UD289096776YP
mu;SY14052430718
mu;SYRM110535639
mu;SY14064268886
mu;S00000178054854
mu;S00000178147768
mu;UD319317473YP
mu;RB022326857SG
mu;1Z9W52526675046702
mu;EN067368097JP
mu;UD236579370YP
mu;S00000175184776
mu;VR373666393YP
mu;SY14050029567
mu;SY14050079932
mu;SY14050037714
mu;SY14050137961
mu;SY14050072641
mu;SY14050083944
mu;SY14055295939
mu;CK225090095FR
mu;771831262235
mu;SY14050053617
mu;SY14050124918
mu;RH636450113PT
mu;S00000171863967
mu;UD287079497YP
mu;S00000171739199
mu;S00000165438714
mu;CY532160118DE
mu;UD242748510YP
mu;UB174438012SG
mu;UB174437516SG
mu;SY14049684451
mu;UD256959709YP
mu;RB015658448SG
mu;S00000162021645
mu;S00000162131462
mu;S00000162338362
mu;CF194305695FR
mu;S00000155264518
mu;RA568215119TR
mu;EE583138476GB
mu;EB725055548CN
mu;S00000162072380
mu;CL016279384RU
mu;0500319186762
mu;SY14039453448
mu;SY14042125084
mu;RU859008448GB
mu;SYAE000879787
mu;SY14030014219
mu;UD160534566YP
mu;9063408995106
mu;S00000160123027
mu;LP00404773041895
mu;S00000158875920
mu;LP00404767105867
mu;S00000159017224
mu;S00000159417888
mu;S00000159253665
mu;S00000159645909
mu;S00000159523421
mu;RE038642931CN
mu;SY14029734055
mu;UD182921880YP
mu;EL016197022RU
mu;UD175513505YP
mu;ZF039435312HK
mr;EL019581316RU
mr;EA011083054BY
mr;W5241170733
mr;EA011083615BY
mr;1ZR43V980441028012
mr;W5241167434
mr;781051643974
mr;EA011916518BY
mr;397995783906
mr;7280980431
mr;CY285074523DE
mr;CY470486470DE
mr;05815046833468
mr;32954059552
mr;S00000148686499
mr;SYRM104023828
mr;S00000133640763
mr;S00000133436697
mr;S00000130847659
mr;UD123976335MY
mr;S00000130847661
mr;UD122948267MY
mr;S00000133719185
mr;84396309
mr;S00000131098920
mr;S00000130443413
mr;S00000135526695
mr;S00000132365065
mr;UD122862610MY
mr;S00000130945546
mr;LP00170051121476
mr;LP00169722476618
mr;SY13752974404
mr;S00000133712219
mr;S00000136475381
mr;LP00177557995715
mr;RL123226360CN
mr;S00000135274077
mr;LP00176791348236
mr;S00000130847630
mr;LP00169720946575
mr;LP00169602236554
mr;S00000130420840
mr;UD124923237MY
mr;S00000131061764
mr;S00000130498564
mr;UD124136836MY
mr;S00000131061907
mr;UD123397937MY
mr;S00000130503150
mr;S00000130847490
mr;SYRM102131532
mr;LP00173463605133
mr;UD129233865MY
mr;S00000131846632
mr;LP00172937795366
mr;UD124372891MY
mr;S00000131043517
mr;UD125454155MY
mr;S00000131124524
mr;UD123446805MY
mr;S00000130843785
mr;UD123404125MY
mr;UD123727488MY
mr;S00000130847902
mr;UD114585910MY
mr;RB929105126SG
mr;RE024376989CN
mr;S00000122449910
mr;RE026401791CN
mr;UB098221335SG
mr;RE025382314CN
mr;UW527158292CN
mr;S00000123152662
mr;UD113818431MY
mr;UB098898421SG
mr;UW526045135CN
mr;RB924073846SG
mr;UC644028012YP
mr;LL872325595CN
mr;UC645190867YP
mr;UT550702040CN
mr;UT558400059CN
mr;RP785130232CN
mr;RV229218407CN
mr;RV126783957CN
mr;LL260508921CN
mg;782687850817
mg;8C4833A175921
mg;CK225138045FR
mg;LT476676110NL
mg;CK230321888FR
mg;CC967154811FR
mg;RB046133547SG
mg;CC10100007457416
mg;RB040219823SG
mg;13359210008412
mg;CH105641882NL
mg;XF030644361FR
mg;CC10100004164354
mg;RR003429964MG
mg;RZ953361323GB
mg;RR003431906MG
mg;RZ953360535GB
mg;TL915278413FR
mg;RR003435797MG
mg;RB017323610SG
mg;RR003437815MG
mg;7J00038058868
mg;00340434198182770818
mg;5Y00031932479
mg;UB170928483SG
mg;8G47970816125
mg;XF027102618FR
mg;S00000162497907
mg;UB168754191SG
mg;RB982234905SG
mg;CK225138266FR
mg;RB000361619SG
mg;LZ206758390CN
mg;EE027324084RU
mg;RB968342745SG
mg;RB959195346SG
mg;RB955337993SG
mg;RB955787860SG
mg;RB938107479SG
mg;RE046489262CN
mg;RB940394288SG
mg;RV382101205CN
mg;S00000125211937
mg;RE027609577CN
mg;RB956401945SG
mg;RB963417702SG
mg;RU706470973NL
mg;RB910084132SG
mg;UW006182173CN
mg;UW005742866CN
mg;UR998112480CN
mg;UR940083189CN
mg;UR940073875CN
mg;UR940083538CN
mg;UR927828736CN
mg;RP687805133CN
mg;RP755266007CN
mg;RV107119223CN
mg;RP646513161CN
mg;UR631457035CN
mg;RV168308279CN
mg;UI662570658CN
mg;RP515541258CN
yt;CG013938326DE
yt;HK4PX1000000006718
yt;RC001019697GB
yt;LZ589710577CN
yt;UX467179695FR
yt;SYAE002679709
yt;8Y00175016899
yt;9070372890606
yt;8Z00135009831
yt;UB189613367SG
yt;6A19279828147
yt;RB034455275SG
yt;8Z00139244597
yt;VR357828662YP
yt;8434273094
yt;LP540540360FR
yt;LP540651048FR
yt;6A18913705479
yt;RA640773716RU
yt;6A18911180094
yt;2L00897879710
yt;6A18908269764
yt;UD385028053NL
yt;6A18907741353
yt;SY14039193027
yt;SF1087054704277
yt;SY14034767868
yt;F330442007280B7F
yt;8Q53767753665
yt;8Z00142729517
yt;SY14039194030
yt;SY14039417850
yt;8Z00143328917
yt;LP525927284FR
yt;LB168599378SG
yt;4823444356
yt;LP394964110FR
yt;VR272421666YP
yt;6A18870989899
yt;6A18868896826
yt;SY13959431136
yt;SY13908587585
yt;WI000341829651FPL
yt;SYWH007559194
yt;SY13947945079
yt;SY13886776730
yt;8K02147136239
yt;RC591019011DE
yt;7B00032909869
yt;RB939055971SG
yt;RB940070415SG
yt;1L02393309487
yt;RF767729373SG
yt;7B00032860412
yt;7Q08655668736
yt;8Q53748511932
yt;8Z00126721438
yt;8Z00138935076
mo;RX000190225JP
mo;781402256531
mo;EE221317752MO
mo;696536548890
mo;EN072638340JP
mo;EN067358435JP
mo;EN066979693JP
mo;LE113399575BE
mo;CP012299159PT
mo;EE863057989PT
mo;1ZAA00350491864482
mo;RH651755537PT
mo;UA441061288US
mo;LE111216460BE
mo;RH545114412PT
mo;CQ031366655UA
mo;20012766929
mo;RF650889838UA
mo;RH579254541PT
mo;770300939156
mo;RX053364532JP
mo;HUT1864GB01009423001
mo;RR161066502MO
mo;RR161063231MO
mo;EE220303709MO
mo;EE210139061MO
mo;EE862813505PT
mo;1ZX2W3296790247854
mo;H9162908057
mo;EE220556861MO
mo;RH532292286PT
mo;EY604583515FR
mo;711902005205
mo;137488262128
mo;EJ379610415ES
mo;UM109918963US
mk;SYRM109431110
mk;UD514100841LT
mk;LP00429975284740
mk;SY14075884651
mk;UD510652711LT
mk;SYAE003339825
mk;UD121367929LT
mk;RB049105942SG
mk;RB048446755SG
mk;UB189170690LV
mk;UD121330098LT
mk;UD507311350LT
mk;UB207031970LV
mk;UB204000868LV
mk;UD507269334LT
mk;UD121587301LT
mk;LP00421339976237
mk;RW109773481SG
mk;LP00421022642718
mk;UB173080603LV
mk;SYAET03458486
mk;RC960035704CH
mk;LP00426185800369
mk;RB046652065SG
mk;RB054655806SG
mk;RB046134542SG
mk;RB041209840SG
mk;UB182094605LV
mk;CH121559209US
mk;RX246014647DE
mk;UB198018275LV
mk;RZ301904941GB
mk;UB203134894LV
mk;LP00423919151794
mk;UB203514359LV
mk;RZ609438617GB
mk;UB203077698LV
mk;UB203131093LV
mk;UB203137825LV
mk;LP00429182617638
mk;LP00429192380541
mk;UD508756960LT
mk;RS136996333LT
mk;LP00428386629396
mk;UD507564314LT
mk;UD504884813LT
mk;UB133252512LV
mk;UF169305720SG
mk;RB052303761SG
mk;UD509975745LT
mk;CB039239423RU
mk;UB184124795LV
mk;SY14069725259
mk;CS000946505CZ
mk;RB051929758SG
mk;LP00420836207724
mk;RC005767531MK
mk;RZ542292008GB
mk;RB050538795SG
mk;UB177407751SG
mk;UB184181355LV
mk;UD511237338LT
mk;UD511883946LT
mk;UD512520228LT
mk;LP00426459104998
mk;LP00422551915330
mk;VR367137159YP
mk;RC580617570UA
mk;RB039417490SG
mk;UB193924326LV
mk;UB188242829LV
mk;UB183223289LV
mk;UB182756729LV
mk;782173730455
mk;SYAE003205975
mk;RB043020360SG
mk;UD512691925LT
mk;LP00427294976242
mk;RB049110267SG
mk;RZ433543558GB
mk;LP00412604443539
mk;UB183163395LV
mk;UB183159444LV
mk;UD506848249LT
mk;LP00418853288007
mk;LP00418042536202
mk;VR367485882YP
mk;UA931379778US
mk;RB047748480SG
mk;LP00424090918420
mk;UB180706526LV
mk;LP00426509638309
mk;CP680242058UA
mk;LP00420466430684
mk;LP00426246573656
mk;RB044459104SG
mk;RB046515047SG
mk;UB188022655LV
mk;RB036988816SG
mk;SY14066954155
mw;CH120921479US
mw;CC016836958ES
mw;UF528212030YP
mw;SYRM108901230
mw;LP00412545604192
mw;SYRM106555671
mw;SY13921914157
mw;RB932743361SG
mw;1Z9820R86775278454
mw;LP00154043464642
mw;RV245064995CN
mw;LP00154007810390
mw;UR733933401CN
mw;RV179170562CN
mw;RB818929328SG
mw;UR876916465CN
mw;UR830663019CN
mw;3600125675
mw;RV106257325CN
mw;RV106257387CN
mw;RB785711541SG
mw;LP00128068515450
mw;LP00141086512445
mw;RB769460836SG
mw;RB770457026SG
mw;UR426821066CN
mw;UR367241718CN
mw;RB736489911SG
my;624318525649
my;640033517073
my;5920154153448291
my;SPE1463445502
my;MY40339992377
my;MY17008632727
my;624300466347
my;LXBMY000012699117
my;625062542704
my;1Z857E8R0492547239
my;1Z857E8R0490275545
my;1Z857E8R0490587495
my;UA932110364US
my;5920100708854911
my;624322730686
my;630208878843
my;YES8960152203313195193
my;5920138712528301
my;5221018872803261
my;MY17008822213
my;MY37025278985
my;MY17008876799
my;MY30158869302
my;5920183601135151
my;GAMA001405099
my;5920191944149081
my;MY82153947111
my;MY30165509982
my;6280447202
my;5920121349016661
my;SPXMY010676153391
my;624322433120
my;MY37025258108
my;MY37025239805
my;GAMA001432337
my;1Z771A92D906108365
my;5920157093337621
my;GAMA001416647
my;MY17008852065
my;MY37025169743
my;MY82118508744
my;MY90005729785
my;MY30162303183
my;LXBMY000012525183
my;SF6042224409573
my;UPAAB000000445164227
my;UPAAB000000445062884
my;1Z771A92D906130321
my;CJ456885255US
my;630209686818
my;624318539631
my;624299974304
my;MY40282229803
my;624296463299
my;MY82091281292
my;MY30154675194
my;EV954150263CN
my;LXBMY000012394494
my;650100375722
my;8377082092
my;624294382795
my;MY37025419478
my;MY72007082959
my;MY10009627661
my;LXBMY000011867864
my;LP191303580SG
my;MY17008586679
my;630204568837
my;MY17008825665
my;MY40078418440
my;SPE1978844734
my;MY17008650891
my;EG777117150JP
my;EG777117163JP
my;5920121440231811
my;MY17008865517
my;MY37025243688
my;MY82095196823
my;ESUS31649281
my;F000008711346
my;MY37025438769
my;MY40359772489
my;625055065572
my;GAMA001398211
my;MY40340697589
my;CH122877092US
my;MY40359824163
my;LXBMY000011979140
my;SPE5310773148
my;820741162205
my;MY17008503775
my;MY82102700045
my;8377072524
my;621417730183
my;5920168241782211
my;LUU0170GB31843357601
my;MY62001917977
my;5920153162774931
my;GAMA001420957
my;624304586916
ml;CH121896033US
ml;AENM0000554461
ml;AEPD0000062028
ml;8L93361497473
ml;8920187813
ml;RV529325744CN
ml;RF218122376ES
ml;LP00411859762096
ml;LP00411595537629
ml;S00000169799658
ml;S00000169872377
ml;LP00410189533053
ml;S00000180566214
ml;6M17543175980
ml;LB401665475US
ml;PPA22513741559
ml;AEPD0000392507NPI
ml;LX262990022CN
ml;6W01054995366
ml;312009485400000000000807725604
ml;LP00411974234913
ml;EA165806535BE
ml;RK000532450LV
ml;AEBT0000103942NPI
ml;AEPD0000308405NPI
ml;AEPD0000308406NPI
ml;SF6042203692960
ml;8K02311336304
ml;DDUA10170002335637
ml;LP00151464154361
ml;6A19275754747
ml;RO464644260EE
ml;6A19327205975
ml;3X00350835239
ml;C8000344977993000
ml;CH104261070NL
ml;6A19324801330
ml;LB119314012FR
ml;UX517017692FR
ml;8453371539
ml;RA502250132RU
ml;EH014467929US
ml;LP00162891762496
ml;DDUA10170001006403
ml;YT2009821266048976
ml;0218303086264
ml;EB716017705CN
ml;RB943694794SG
ml;RF772980672SG
ml;RB923186815SG
ml;RB923111914SG
ml;EA412980155CN
ml;CH093319718US
ml;Y0078753329
ml;62504630041018
ml;2625113610
mv;RA751031567UA
mv;LP00428258906271
mv;SY14073988301
mv;UM602929188US
mv;4204680592748927005455000123967564
mv;S00000182544595
mv;GM295334116006020882
mv;1Z6YF0600439768852
mv;RV530404237CN
mv;1960013764
mv;RX246049164DE
mv;AS154952387CN
mv;CG013007550DE
mv;EE452389732IT
mv;RN620846374GB
mv;RF760168237SG
mv;3839537295
mv;EP087168965RU
mv;LE155199875CN
mv;UD504691092NL
mv;3315959434
mv;4521600930
mv;RC330091048UA
mv;RR286632360BY
mv;RV511504665CN
mv;RX900014083CH
mv;RV021440232HK
mv;SY14061877942
mv;RQ801935275CN
mv;CL039615169RU
mv;CP306700024CN
mv;SY14062361537
mv;RA202479752TR
mv;SYAE002571195
mv;SYAET02538873
mv;S00000172833712
mv;RL280702323GB
mv;CNCAI2020111207718884
mv;RU762914838NL
mv;398696955207
mv;SYAE001785094
mv;SY14055828444
mv;S00000169361367
mv;S00000165837910
mv;S00000165998732
mv;SYRM108950456
mv;CUL9020GB73923507601
mv;UJ6552752605CN
mv;UB086867427SG
mv;RV176002083GB
mv;S00000152393858
mv;RV502136472CN
mv;EA011052180BY
mv;S00000165857728
mv;S00000165836263
mv;85044090
mv;S00000168005602
mv;S00000165955670
mv;S00000165842007
mv;S00000165887602
mv;S00000165265396
mv;S00000165121670
mv;S00000165148146
mv;S00000165301422
mv;S00000165594342
mv;SY14048515876
mv;S00000166123694
mv;S00000165978059
mv;SYRM107992577
mv;SYAE001459324
mv;S00000165178668
mv;S00000165976472
mv;RU762898517NL
mv;S00000163896399
mv;SY14042968921
mv;RV491217650CN
mv;S00000149624481
mv;7627835585
mv;RS727121275CH
mv;6328002984
mv;CP698572844CN
mv;RS240392950DE
mv;RB927896342SG
mv;SYRM105221589
mv;RX152065398DE
mv;SYRM104750244
mv;SYRM104407095
mv;SYRM104320319
mv;SY13944011836
mv;CT798871326CN
mv;CT798871309CN
mv;8204620071
mv;LP00179562469173
mv;SY13912115794
mv;SY13911896117
mv;RB929251027SG
mv;RB911366280SG
mv;VR179947856YP
mv;UJ250949005CN
mv;ED072876667RU
mt;RI291805142BG
mt;RV539059748CN
mt;RU775322445NL
mt;CF010015375MT
mt;CF010015340MT
mt;RN596106619NL
mt;LB316931458GB
mt;RR417053140MT
mt;EE10012599921500001030003C0N
mt;RR417519453MT
mt;RN426255542GB
mt;UG114599511BE
mt;RR418175652MT
mt;RU771899175NL
mt;RV517965334CN
mt;LB019076187BE
mt;EE333607785NG
mt;EE333607777NG
mt;LG398650385GB
mt;LB227779466GB
mt;CE390012379MT
mt;CF010015367MT
mt;10683842373
mt;RR424449789MT
mt;RV517852244CN
mt;UF642554894YP
mt;RU775523932NL
mt;UG112009605BE
mt;CNCAI2021012110318498
mt;CC017243721ES
mt;EE10012744981220001030003D0N
mt;UJ814239716CN
mt;CNCAI2021012010271880
mt;CF240018067MT
mt;RN203903570GB
mt;SY14068042617
mt;LK112906418AU
mt;SY14061284779
mt;RO153975280RU
mt;10683826709
mt;LTN138201107N1
mt;UH047567978BE
mt;RV530316121CN
mt;RU771226681NL
mt;RF013753596LT
mt;RU775149407NL
mt;UG978814427BE
mt;UG978130983BE
mt;HR605743783FR
mt;RU774194475NL
mt;RU773794835NL
mt;SYAE003105388
mt;UB178776112SG
mt;UG910579822BE
mt;CJ457683974US
mt;EE10012485663820001030003B0N
mt;LG296705804GB
mt;YT2034901271005984
mt;CF580027405MT
mt;HR605729509FR
mt;RU673901979NL
mt;CNBAQ3237684646
mt;RV524788881CN
mt;LB817148546DE
mt;CNBAQ3544885574
mt;RO153975157RU
mt;UD338967499NL
mt;JEW3890GB93503775301
mt;JEW3890GB26323093501
mt;CF450005182MT
mt;RU772565920NL
mt;YT2034821266050724
mt;RV525769455CN
mt;RS137540409LT
mt;SYWH013067378
mt;CP057918651TR
mt;YT2036421266131709
mt;UG923746245BE
mt;CP061016463TR
mt;CH116833543US
mt;CU509705111MT
mt;CI000015345MT
mt;MB934038407GB
mt;UA322232737SB
mt;RA649847773RU
mt;H00EKA0001715450
mt;CS720779638DE
mt;SYAE003625388
mt;LP00416866932080
mt;33344632160
mt;UG847993629BE
mt;CP249369352PL
mt;RU772703820NL
mt;RU772743713NL
mt;UG946220223BE
mt;CH107973922NL
mt;RU772359769NL
mt;RU772374939NL
mt;LP166845527GB
mt;OJSCLT8B4WC83U200039895
ma;UV320900409UZ
ma;S00000183163288
ma;S00000186996032
ma;LP00430667448666
ma;LP00427397360917
ma;RF762414430SG
ma;LP00429694213060
ma;SY14069987053
ma;UD205238282YP
ma;UA322480711SB
ma;CH124036492US
ma;LP628401265FR
ma;S00000187675268
ma;VR390368837YP
ma;33573692014
ma;SYRM111924120
ma;SY14072445364
ma;SY14077800649
ma;SYAE003905550
ma;UA322473256SB
ma;SY14077793793
ma;S00000188411666
ma;S00000188418125
ma;RA593565156TR
ma;SYRM111484869
ma;UH900784400KG
ma;S00000187711295
ma;LP00430163566637
ma;RU402852642NL
ma;SY14075660250
ma;UF181807248SG
ma;UV305525330UZ
ma;UV329643177UZ
ma;LP147208567FR
ma;US035984614CN
ma;SY14075788316
ma;US033490205CN
ma;SY14075791544
ma;33572789961
ma;S00000187445533
ma;S00000187586184
ma;S00000184810958
ma;SF6042222623875
ma;S00000185325815
ma;S00000186607044
ma;SYAE003989813
ma;S00000186977663
ma;S00000187132691
ma;SYRM111191803
ma;S00000184951029
ma;S00000188001118
ma;S00000188049833
ma;S00000188209183
ma;SFC2WB0101101260137
ma;S00000188025148
ma;S00000187989455
ma;LP00430357645453
ma;RX871392182DE
ma;S00000188219045
ma;6A19775436082
ma;6A19315567672
ma;CK231832605FR
ma;UJ812601018CN
ma;LP00430515852695
ma;S00000188286560
ma;LP00430735652321
ma;CH107657766NL
ma;SYRM111678027
ma;S00000183199302
ma;S00000183451035
ma;S00000183923352
ma;S00000183551114
ma;LP00426755616458
ma;S00000185224551
ma;CP051687742TR
ma;S00000188024741
ma;S00000188429962
ma;SY14071919153
ma;S00000187402542
ma;S00000187449102
ma;S00000188291221
ma;SYRM111830100
ma;S00000183565469
ma;UA323033171SB
ma;S00000188322429
ma;S00000188199486
ma;SYAE003185575
ma;S00000188385886
ma;LP00430636854311
ma;RU831358877NL
ma;S00000187623147
ma;C8000652253513016
ma;LP00430687010816
ma;UG990330206BE
ma;S00000184230071
ma;SYAE003599941
ma;LP00430705574885
ma;S00000185932103
ma;S00000188324445
ma;SYAET04696464
mq;RK492474005FR
mq;LL678982577LU
mq;TM400707660FR
mq;9L27291819364
mq;7B00034359051
mq;8Z00131890747
mq;6A19313738760
mq;AQ886596567CN
mq;7B00034338988
mq;7B00034343739
mq;7B00034320372
mq;7Q08582004409
mq;2L01440314269
mq;YT2100901227011608
mq;8T00172526957
mq;HUT1233GB17186243901
mq;CL782766648NL
mq;9W43213477849
mq;7Q08673121220
mq;LP583690698FR
mq;YT2036321272174804
mq;R000008480663
mq;8Q53773286713
mq;HU817101668FR
mq;6Z00424522850
mq;9W43213375626
mq;7A53946595376
mq;SY14069498311
mq;LT410754783NL
mq;8Z00144028717
mq;TY050121151FR
mq;8Q53771803905
mq;UJ797808830CN
mq;RZ890865676GB
mq;RZ444942511GB
mq;LE140655256CN
mq;XF032013249FR
mq;8Y00161600453
mq;CC783593590FR
mq;84180000055631
mq;CL782364692NL
mq;LP565899992FR
mq;8Q53772106395
mq;SY14049472957
mq;9W43213392784
mq;UJ815139011CN
mq;SY14060525993
mq;LZ555101909CN
mq;8Q53771793411
mq;LZ529926151CN
mq;LZ487875045CN
mq;LZ487874941CN
mq;UF596052014YP
mq;LE313990267CN
mq;LZ511552105CN
mq;VR379876126YP
mq;LE313876222CN
mq;VR377128240YP
mq;YT2032521272039773
mq;LZ487471718CN
mq;RC106591431IT
mq;LT538275153NL
mq;RL390099830EE
mq;LP597539117FR
mq;7A53946586770
mq;CF010987773CH
mq;UJ808793047CN
mq;1Z12501R6700020123
mq;UX472575274FR
mq;UX472323678FR
mq;UA443186294US
mq;YT2034321272198417
mq;9W43213366624
mq;R000008481487
mq;2L01405861227
mq;7A96258404493
mq;AQ866723791CN
mq;LE155620015CN
mq;LP597179379FR
mq;UG669147982BE
mq;9L27707809231
mq;BHFR0025933988
mq;6A19747197119
mq;CC864219759FR
mq;6A19301227306
mq;7A96258404448
mq;CC899974421FR
mq;6A20030181883
mq;ZA010395853IT
mq;UX466018731FR
mq;LE673696699CN
mq;XF030544709FR
mq;7B00033918358
mq;2L01238379920
mq;YT2033521266020542
mq;EE10011927394160001010003G0N
mq;7Q08671163758
mq;7Q08671164717
mq;9L27707673009
mq;7Q08581988106
mh;9505513807621011877424
mh;9505513022461011734153
mh;9505510453461006099637
mh;9405511202555624058551
mh;9400108205496896265251
mh;9405511298194829259911
mh;9405511202555050037366
mh;RB038084274SG
mh;RB019421075SG
mh;9505515463980329226572
mh;9535212023960328296146
mh;9205590213423923665608
mh;LY509393011CN
mh;9505510454480296954913
mh;9505510454480296954906
mh;LY514033492CN
mh;RB021766044SG
mh;LY509850343CN
mh;420969609274899993700915406603
mh;420969609300120224100033754901
mh;9505510761620226219997
mh;9505510761620226220009
mh;9505510594410200660873
mh;9505513635020184179079
mh;9505513635020184179062
mh;9505512749260174404643
mh;9505512749260174404636
mh;9505513828540126355722
mh;9505513828540126355739
mh;9505513807610128573404
mh;9274890984085700871088
mx;MMXQP021900849R
mx;111100254741
mx;211107793941
mx;RZ101300415MH
mx;YT2101121266173613
mx;5661109775123
mx;EV954768100CN
mx;RZ101510541MH
mx;RZ100951936MH
mx;VR396459690YP
mx;1Z8Y81Y70453330146
mx;RZ100991422MH
mx;RZ101797116MH
mx;INH02039677
mx;111109663291
mx;211109373461
mx;RZ100597855MH
mx;1902109985668
mx;RZ101651155MH
mx;1902109968146
mx;1123011230078922
mx;9211109946036
mx;RZ099422585MH
mx;RZ099635188MH
mx;YT2035721266105150
mx;LP00428996242763
mx;783058401877
mx;RZ099604279MH
mx;EV000814141MX
mx;RZ101585108MH
mx;RZ100987238MH
mx;111109701945
mx;95150087
mx;GDL02WE0891047
mx;783034886023
mx;GDL02WE0885216
mx;305587334268C706192286
mx;RZ101761054MH
mx;805587334268C706196772
mx;RZ100599176MH
mx;205587334268C706162997
mx;EV954537097CN
mx;LP00420362952730
mx;MMXQP010999096N
mx;ES325760632KR
mx;MMXQP021887966R
mx;MP536422830MX
mx;EV952260028CN
mx;SY14078085959
mx;SY14073313815
mx;105587334268C706210818
mx;US036411952CN
mx;211109274527
mx;211109805854
mx;UD376463151YP
mx;RZ099351654MH
mx;211109653409
mx;UD364950196YP
mx;SY14059846460
mx;RBMX0000037132
mx;MMXQP009149636N
mx;905587334268C706210470
mx;RZ100760707MH
mx;121109728111
mx;005587334268C706198114
mx;1123011231114056
mx;MMXQP009962434N
mx;0709843918
mx;321109801814
mx;783017715345
mx;LB212538557SG
mx;5826567176
mx;CB664181576DE
mx;RZ101881131MH
mx;RZ100681893MH
mx;1106580171
mx;11943664
mx;RF221322718ES
mx;SYWH013762147
mx;RZ100619595MH
mx;MMXQP009782137N
mx;MMXQP010864258N
mx;LP00430630088125
mx;MMXQP011244729N
mx;1123011231924397
mx;VR397134037YP
mx;MMXQP011259428N
mx;UV335154561UZ
mx;1903540914
mx;RZ101114126MH
mx;111109720592
mx;RZ099621161MH
mx;5826418905
mx;RZ100387242MH
mx;RZ099723687MH
mx;RZ098897810MH
mx;MMXQP011234219N
mx;RZ099981607MH
mx;FT0000192525S2C0
mx;1Z8863Y2AK26098204
fm;9505511596411008299796
fm;9505515614821013603373
fm;9534616187820356496496
fm;9505512493580293171542
fm;9505512493580293171535
fm;9505512493580293171511
fm;9200190213422410986643
fm;9505510608670211706522
fm;9505513188740205534515
fm;9114901189866863077037
fm;9534615810370170736550
fm;WELED0072000319YQ
fm;UB061202735SG
fm;S00000072897388
fm;LP00149713652651
fm;9114901496451339431221
fm;9274890984085700412366
mz;RB057926074SG
mz;RB057752395SG
mz;EE694000975PT
mz;LP00428238429367
mz;RB056185610SG
mz;RB056534235SG
mz;RB056319285SG
mz;RB056502935SG
mz;RB049822727SG
mz;RU763668081NL
mz;UB183583083SG
mz;S00000175001409
mz;RB050166904SG
mz;UB186113614SG
mz;RB048901539SG
mz;UD337262745MY
mz;RB054993137SG
mz;GER6960GB72684816001
mz;UB183807501SG
mz;RB053926533SG
mz;RB054349616SG
mz;UB196682575SG
mz;RB054290195SG
mz;SY14030396164
mz;S00000186628176
mz;UB196835801SG
mz;CA000022774PT
mz;CA000022712PT
mz;RB053656425SG
mz;RB053614748SG
mz;RR000815120MZ
mz;RB050441575SG
mz;S00000167816735
mz;S00000162339228
